;idade;perfil;renda_sm;ticket_medio
47596;32;c;4.5;110.12
47597;32;b;4.2;122.51
47598;33;c;5.4;153.27
47599;24;b;5.4;143.8
47600;22;c;6.0;130.33
47601;22;c;5.4;120.86
47602;35;a;0.6;302.69
47603;30;a;1.5;570.6
47604;32;c;5.1;102.55
47605;33;b;3.3;184.09
47606;34;b;3.3;177.25
47607;26;b;3.9;113.94
47608;36;c;5.1;137.42
47609;29;b;3.3;164.87
47610;28;b;4.2;118.66
47611;22;b;4.2;122.29
47612;26;c;5.4;140.8
47613;34;c;5.4;143.55
47614;24;b;4.8;178.03
47615;33;c;6.6;108.79
47616;27;c;7.5;110.78
47617;32;c;6.0;135.07
47618;33;c;6.6;99.65
47619;20;b;5.4;142.03
47620;34;c;7.2;137.14
47621;33;c;5.7;149.56
47622;25;b;5.4;146.98
47623;38;c;7.5;123.65
47624;31;c;5.7;115.4
47625;30;b;3.0;186.2
47626;23;b;5.1;142.15
47627;34;c;5.4;103.81
47628;25;c;7.5;122.98
47629;32;b;4.2;128.73
47630;32;b;4.2;174.03
47631;34;a;1.8;429.17
47632;22;b;3.6;158.67
47633;25;b;4.8;179.91
47634;25;b;4.8;131.46
47635;26;b;5.1;129.0
47636;30;c;5.4;106.96
47637;31;b;3.0;179.67
47638;22;c;5.4;106.66
47639;23;b;3.9;131.24
47640;22;c;7.5;108.75
47641;31;a;1.8;279.68
47642;26;b;4.2;142.08
47643;22;c;5.1;95.3
47644;22;b;4.2;138.51
47645;36;c;5.7;120.62
47646;24;b;3.9;175.87
47647;29;c;4.5;133.43
47648;30;c;5.4;106.23
47649;28;b;3.9;152.2
47650;28;b;3.3;161.22
47651;31;c;5.7;115.81
47652;20;b;3.6;145.6
47653;20;b;5.1;151.0
47654;26;c;4.5;124.02
47655;23;b;4.2;122.25
47656;29;b;3.6;149.54
47657;29;b;3.9;149.09
47658;34;b;4.5;146.91
47659;31;c;4.8;131.67
47660;22;b;4.2;149.19
47661;38;c;6.0;139.94
47662;29;c;5.7;123.81
47663;32;c;7.2;110.0
47664;32;c;5.7;159.96
47665;28;c;6.9;130.74
47666;33;a;0.3;405.85
47667;27;b;3.9;200.14
47668;22;b;5.4;122.94
47669;25;b;4.2;126.33
47670;32;c;4.8;100.55
47671;26;c;7.2;107.53
47672;28;b;4.5;154.9
47673;33;c;5.4;112.05
47674;20;b;3.3;152.85
47675;22;b;3.3;141.57
47676;36;c;6.9;108.25
47677;31;c;6.0;123.93
47678;31;c;6.9;119.26
47679;31;c;7.2;89.49
47680;38;c;5.4;92.97
47681;38;c;6.0;100.73
47682;32;b;4.2;174.8
47683;33;c;7.5;131.26
47684;38;c;4.8;124.55
47685;30;c;5.7;122.16
47686;34;b;3.9;125.65
47687;22;b;4.2;140.74
47688;31;b;3.0;146.32
47689;28;b;3.6;119.53
47690;31;c;5.1;127.53
47691;27;c;7.2;133.91
47692;30;b;5.1;147.5
47693;31;b;3.0;110.12
47694;27;c;6.3;118.12
47695;26;c;5.4;130.49
47696;31;c;4.5;131.52
47697;29;b;3.0;223.1
47698;30;c;5.4;128.16
47699;32;c;5.1;129.83
47700;22;c;6.3;100.08
47701;22;b;3.0;161.0
47702;31;b;4.2;172.87
47703;33;b;3.6;124.3
47704;25;c;6.3;130.75
47705;22;c;6.9;149.92
47706;32;c;6.6;124.09
47707;31;c;6.3;92.01
47708;34;b;4.5;175.26
47709;33;b;3.3;132.18
47710;33;b;3.6;151.0
47711;27;b;3.3;130.9
47712;38;c;7.2;133.88
47713;23;b;5.4;142.0
47714;35;a;1.8;320.76
47715;27;c;6.3;98.77
47716;27;c;4.8;116.65
47717;28;c;6.9;96.64
47718;22;c;6.9;121.48
47719;34;c;5.1;102.2
47720;34;b;4.8;147.3
47721;36;c;4.5;124.23
47722;29;b;3.3;120.14
47723;25;c;6.9;112.98
47724;26;b;4.2;111.31
47725;37;a;0.9;278.68
47726;29;b;3.3;173.68
47727;28;b;4.2;179.32
47728;34;b;3.0;129.18
47729;32;c;5.4;88.27
47730;28;b;5.1;134.44
47731;28;b;4.8;182.91
47732;32;b;4.8;157.31
47733;22;c;6.3;89.11
47734;38;c;6.0;112.83
47735;24;b;3.3;124.66
47736;27;c;4.5;114.26
47737;27;c;5.7;104.6
47738;31;b;4.2;158.21
47739;30;c;4.5;122.25
47740;28;c;4.2;117.53
47741;27;b;4.2;167.19
47742;24;b;5.1;156.71
47743;27;b;4.2;171.66
47744;32;b;4.5;209.17
47745;34;c;4.2;115.87
47746;36;c;6.0;91.84
47747;25;c;5.7;90.47
47748;22;c;6.6;140.3
47749;23;b;5.4;129.55
47750;31;b;3.9;163.82
47751;32;b;4.5;184.7
47752;32;b;3.6;140.74
47753;23;b;3.0;119.35
47754;36;c;4.5;84.88
47755;30;c;7.2;120.48
47756;22;b;4.8;176.57
47757;23;b;5.1;139.95
47758;32;c;5.4;149.55
47759;22;b;4.2;125.88
47760;33;b;4.2;142.72
47761;27;b;5.1;157.76
47762;23;b;5.4;171.54
47763;32;b;4.8;165.52
47764;34;c;6.9;129.74
47765;34;c;5.7;120.95
47766;25;b;4.5;162.29
47767;34;c;7.5;82.96
47768;31;c;4.8;114.93
47769;32;b;3.9;120.77
47770;33;b;4.8;156.95
47771;26;c;7.2;105.48
47772;32;c;4.5;100.28
47773;29;c;5.7;99.34
47774;31;a;1.2;321.06
47775;34;c;7.5;143.1
47776;28;b;3.9;103.94
47777;30;c;6.0;131.07
47778;28;b;5.1;181.63
47779;34;c;6.3;127.92
47780;29;b;5.4;177.36
47781;22;c;4.5;104.15
47782;28;b;3.6;151.82
47783;25;c;6.0;157.18
47784;36;a;0.9;310.81
47785;28;b;3.6;135.11
47786;27;c;4.5;112.71
47787;28;c;5.7;103.0
47788;38;c;6.0;137.61
47789;30;c;4.8;138.96
47790;26;c;6.6;116.07
47791;44;a;0.3;542.8
47792;32;a;1.2;234.79
47793;33;c;6.6;88.55
47794;32;b;3.3;164.69
47795;20;b;4.2;205.23
47796;36;c;7.2;114.55
47797;34;c;5.7;124.28
47798;28;c;7.2;127.62
47799;30;b;4.5;156.62
47800;31;c;7.5;108.25
47801;30;b;4.5;158.62
47802;30;b;4.2;124.61
47803;38;c;6.6;113.22
47804;27;b;3.9;109.64
47805;27;c;6.0;96.14
47806;25;b;3.3;99.04
47807;30;b;3.9;177.34
47808;25;b;4.8;126.91
47809;25;c;6.6;103.55
47810;31;b;4.2;151.53
47811;27;b;4.8;187.93
47812;39;a;0.3;477.7
47813;32;c;6.9;112.87
47814;31;c;7.5;128.02
47815;34;c;4.5;106.42
47816;30;b;3.0;154.38
47817;34;b;5.1;153.93
47818;23;b;5.1;156.77
47819;28;b;3.3;116.27
47820;38;c;4.2;111.8
47821;20;b;4.5;117.67
47822;23;a;1.5;429.75
47823;27;c;6.9;122.71
47824;27;c;6.6;122.67
47825;34;c;7.2;127.57
47826;38;a;1.2;267.18
47827;26;b;4.8;128.98
47828;36;c;6.3;130.71
47829;29;b;3.6;124.96
47830;27;c;6.3;141.63
47831;31;c;4.5;112.85
47832;24;b;4.8;140.62
47833;30;b;3.3;179.4
47834;29;c;7.5;83.95
47835;28;b;3.6;110.54
47836;20;b;4.5;154.42
47837;20;b;5.1;146.29
47838;31;b;4.2;147.29
47839;28;c;6.6;109.79
47840;27;b;5.1;176.71
47841;32;c;6.6;114.34
47842;26;b;3.0;136.84
47843;24;b;3.9;178.74
47844;41;a;1.8;344.69
47845;31;c;4.2;111.15
47846;38;c;5.4;97.08
47847;30;c;5.1;91.25
47848;30;b;3.0;147.41
47849;28;b;4.5;173.46
47850;33;c;5.7;128.25
47851;30;c;7.5;153.04
47852;32;c;4.5;120.43
47853;26;b;5.1;121.44
47854;27;b;4.5;199.74
47855;28;c;4.5;143.0
47856;25;b;5.4;153.95
47857;34;b;4.2;177.21
47858;30;b;3.9;165.87
47859;22;b;4.2;152.92
47860;27;c;5.4;122.21
47861;30;b;3.3;136.8
47862;34;c;4.5;110.4
47863;29;b;3.9;169.82
47864;25;c;5.1;77.84
47865;26;c;5.1;98.39
47866;32;c;6.9;96.07
47867;33;a;0.6;404.69
47868;30;b;3.6;125.67
47869;32;c;4.8;130.06
47870;31;c;6.0;93.3
47871;33;c;6.0;118.26
47872;31;c;5.7;147.98
47873;22;b;3.3;182.85
47874;29;b;3.9;156.78
47875;34;c;5.7;124.05
47876;28;c;5.7;77.97
47877;26;b;3.6;101.65
47878;36;a;0.9;497.3
47879;30;c;6.9;115.81
47880;34;c;5.7;95.4
47881;31;c;6.9;132.78
47882;29;b;4.5;181.46
47883;29;a;1.5;307.06
47884;28;c;6.9;83.93
47885;39;a;0.3;349.77
47886;28;c;7.2;118.85
47887;32;c;5.4;149.6
47888;25;c;4.2;94.13
47889;36;c;5.4;128.86
47890;22;b;4.5;152.45
47891;36;c;4.5;146.3
47892;22;c;6.9;91.15
47893;26;c;6.9;101.61
47894;27;c;5.7;88.3
47895;29;c;4.8;134.9
47896;33;b;4.5;175.37
47897;23;b;4.5;112.2
47898;33;b;4.5;157.62
47899;30;b;3.9;128.29
47900;25;b;4.8;127.09
47901;31;c;4.5;138.71
47902;26;c;6.9;102.87
47903;29;b;3.0;191.86
47904;33;c;4.5;108.13
47905;25;b;4.8;140.61
47906;29;b;4.8;155.71
47907;31;c;6.6;144.6
47908;27;c;4.8;117.78
47909;22;b;3.0;163.09
47910;38;c;5.7;149.55
47911;20;b;5.4;112.43
47912;27;c;4.8;118.51
47913;33;c;4.5;140.87
47914;28;c;6.3;116.92
47915;24;b;3.3;191.89
47916;28;b;3.0;124.82
47917;32;b;5.1;168.56
47918;39;a;1.8;368.75
47919;25;b;4.5;148.82
47920;23;b;5.4;137.02
47921;22;b;4.2;121.02
47922;34;b;4.8;220.43
47923;30;c;5.7;101.64
47924;24;b;5.1;127.63
47925;34;a;0.9;253.06
47926;27;c;7.5;112.45
47927;28;c;4.5;124.86
47928;38;c;5.1;129.15
47929;36;c;6.6;75.18
47930;27;c;4.2;104.78
47931;38;c;5.4;128.77
47932;33;c;5.4;113.94
47933;22;c;6.6;102.36
47934;27;c;7.5;121.25
47935;28;c;6.9;101.52
47936;33;b;3.0;183.73
47937;27;c;6.9;132.45
47938;30;c;5.7;95.9
47939;24;b;3.6;154.93
47940;32;b;4.5;194.14
47941;23;b;4.8;136.85
47942;29;b;5.4;175.16
47943;27;c;6.3;111.0
47944;31;b;5.4;171.61
47945;38;a;1.5;326.81
47946;24;b;4.8;149.54
47947;31;c;6.9;119.97
47948;26;c;4.5;130.53
47949;42;a;0.3;384.92
47950;33;c;4.5;129.75
47951;32;c;6.6;109.97
47952;22;c;7.2;105.27
47953;36;c;4.2;110.32
47954;24;b;4.2;111.62
47955;20;b;3.0;127.0
47956;24;b;5.1;141.75
47957;26;b;4.8;141.0
47958;31;b;3.3;176.69
47959;25;c;6.9;128.93
47960;33;a;1.8;330.29
47961;20;b;3.0;200.55
47962;24;b;4.8;125.79
47963;25;b;5.4;153.96
47964;24;b;5.1;119.04
47965;26;c;5.7;108.0
47966;26;b;5.4;143.45
47967;27;c;7.2;141.71
47968;24;b;3.6;116.42
47969;31;c;4.8;126.49
47970;32;c;5.7;125.42
47971;33;c;5.7;99.88
47972;28;c;4.5;136.96
47973;24;b;4.5;132.45
47974;25;b;3.9;131.82
47975;26;b;4.2;143.44
47976;30;b;3.9;193.08
47977;34;b;4.2;155.41
47978;34;b;4.2;124.47
47979;29;c;5.4;115.85
47980;34;c;6.9;106.29
47981;34;c;5.4;129.22
47982;33;c;7.5;121.81
47983;30;b;4.2;141.26
47984;26;b;3.0;144.59
47985;34;c;5.1;130.98
47986;34;c;6.0;92.4
47987;33;c;4.5;120.45
47988;34;c;4.8;133.23
47989;39;a;0.3;485.58
47990;23;b;4.5;135.92
47991;29;c;6.6;117.39
47992;20;b;4.8;153.48
47993;26;b;4.8;118.25
47994;28;c;6.9;127.85
47995;30;c;4.2;90.66
47996;23;b;4.2;102.94
47997;38;c;6.0;93.31
47998;25;b;3.3;149.02
47999;31;b;3.3;122.58
48000;31;b;3.6;100.06
48001;44;a;0.6;431.27
48002;28;b;5.4;146.12
48003;34;c;5.1;132.83
48004;25;c;5.4;124.65
48005;26;c;5.1;97.89
48006;25;b;3.0;119.98
48007;38;c;4.2;109.18
48008;27;c;5.4;137.8
48009;32;a;1.8;358.93
48010;32;c;7.5;113.28
48011;31;c;4.8;103.33
48012;29;c;5.4;136.47
48013;26;b;4.8;120.8
48014;38;c;5.1;110.63
48015;31;c;5.1;130.22
48016;44;a;0.3;315.47
48017;20;b;3.9;171.94
48018;31;b;4.8;155.92
48019;36;c;4.2;144.64
48020;33;c;6.0;108.51
48021;27;b;5.1;134.0
48022;26;c;4.5;114.55
48023;30;c;5.7;136.88
48024;34;c;5.7;127.44
48025;30;a;1.2;412.43
48026;33;b;5.1;118.33
48027;30;a;0.3;334.36
48028;20;b;3.6;189.27
48029;31;b;4.2;119.89
48030;29;c;6.9;108.21
48031;25;c;7.5;109.3
48032;25;b;5.1;175.75
48033;32;c;5.1;142.02
48034;33;b;3.0;152.05
48035;28;b;4.2;163.44
48036;34;b;4.2;156.69
48037;33;b;3.6;193.17
48038;28;c;4.5;135.76
48039;32;c;5.4;126.07
48040;22;c;7.5;110.66
48041;30;c;6.6;113.94
48042;27;c;6.0;111.58
48043;29;b;3.9;213.85
48044;30;c;4.8;117.59
48045;27;b;3.3;181.42
48046;30;c;6.6;105.38
48047;27;c;4.8;93.5
48048;33;c;5.4;92.76
48049;28;b;5.1;157.9
48050;30;c;4.2;117.08
48051;32;c;5.4;120.86
48052;36;c;6.0;92.74
48053;33;c;5.4;106.84
48054;29;b;3.3;96.12
48055;29;c;4.5;142.84
48056;23;b;3.0;135.59
48057;27;c;6.6;115.69
48058;28;b;4.2;149.94
48059;23;a;1.2;520.8
48060;38;c;6.0;125.2
48061;27;b;3.0;196.45
48062;26;c;4.2;93.3
48063;31;b;3.6;107.68
48064;31;c;6.0;166.4
48065;22;c;6.3;103.33
48066;29;a;1.8;363.23
48067;31;c;4.5;136.55
48068;32;b;4.8;152.09
48069;31;c;6.6;123.14
48070;22;b;4.2;124.39
48071;22;c;6.6;82.18
48072;26;b;5.1;164.24
48073;25;b;3.6;174.97
48074;36;a;1.5;492.8
48075;32;b;3.0;125.79
48076;39;a;1.5;308.67
48077;30;b;5.1;150.5
48078;33;c;5.1;77.84
48079;32;c;6.9;112.29
48080;38;c;5.7;120.88
48081;25;c;6.0;122.63
48082;29;c;4.2;107.67
48083;28;b;3.3;146.0
48084;29;b;3.3;165.09
48085;25;c;5.4;140.58
48086;31;b;4.2;127.11
48087;25;b;5.1;200.77
48088;29;a;0.6;350.15
48089;25;b;4.8;131.02
48090;23;b;4.8;142.77
48091;38;c;5.7;146.75
48092;24;b;3.0;167.89
48093;25;c;4.8;106.86
48094;33;c;4.5;110.84
48095;20;b;5.1;149.33
48096;26;c;6.9;145.53
48097;27;b;3.6;141.51
48098;25;c;5.7;109.86
48099;34;c;5.4;133.73
48100;27;c;6.0;108.51
48101;28;c;4.2;109.22
48102;28;b;3.3;138.78
48103;26;c;4.5;102.53
48104;32;b;3.6;141.29
48105;27;c;4.2;114.25
48106;22;c;5.7;124.18
48107;29;c;6.3;145.49
48108;27;b;3.9;166.03
48109;28;b;4.2;152.7
48110;31;b;3.6;138.5
48111;27;c;4.2;111.55
48112;38;c;7.5;121.2
48113;31;c;5.4;127.8
48114;29;b;4.5;169.71
48115;25;c;6.3;108.02
48116;29;c;6.6;104.88
48117;32;c;4.5;111.07
48118;22;c;6.6;156.31
48119;22;c;6.9;152.33
48120;31;b;5.1;164.06
48121;25;b;4.5;115.23
48122;29;b;3.0;149.05
48123;30;b;3.0;153.9
48124;31;c;5.1;129.31
48125;31;c;4.5;104.56
48126;34;c;5.7;165.47
48127;31;b;3.6;115.02
48128;28;c;4.2;106.4
48129;30;c;4.2;97.02
48130;34;c;6.9;120.37
48131;36;c;5.7;147.83
48132;31;a;0.3;290.8
48133;29;b;4.8;142.56
48134;34;c;5.1;107.6
48135;31;c;5.4;101.42
48136;25;c;7.2;131.67
48137;41;a;1.2;331.69
48138;32;b;4.2;120.98
48139;23;b;4.5;160.31
48140;36;c;6.6;92.74
48141;26;b;3.3;211.43
48142;27;c;6.6;109.84
48143;30;c;4.5;122.37
48144;20;b;3.9;125.4
48145;23;b;4.2;140.66
48146;34;b;4.8;226.93
48147;29;b;5.4;198.33
48148;29;c;4.8;125.05
48149;32;c;5.1;133.58
48150;22;b;4.8;153.52
48151;33;c;5.7;121.19
48152;34;b;3.9;132.14
48153;27;b;4.5;172.48
48154;27;c;4.2;137.54
48155;36;c;6.6;108.72
48156;24;b;3.0;123.56
48157;31;c;5.1;121.32
48158;27;c;6.9;133.93
48159;31;a;0.9;343.64
48160;32;b;5.1;231.43
48161;27;c;4.2;116.08
48162;27;c;4.8;98.69
48163;33;c;6.9;114.73
48164;28;c;7.2;73.42
48165;27;b;3.9;137.54
48166;27;c;5.1;112.93
48167;39;a;1.2;296.4
48168;30;c;5.4;84.95
48169;37;a;0.3;490.18
48170;29;c;4.8;105.31
48171;39;a;1.2;295.29
48172;28;b;3.0;167.71
48173;38;c;4.2;111.42
48174;29;c;7.2;116.14
48175;22;b;4.2;112.08
48176;27;c;6.9;139.4
48177;31;b;4.2;121.89
48178;34;b;5.4;178.73
48179;30;b;4.2;140.51
48180;30;c;4.5;118.31
48181;33;c;7.5;93.23
48182;36;a;0.3;249.84
48183;30;c;4.5;131.69
48184;26;c;5.7;102.83
48185;30;b;3.9;128.39
48186;22;b;4.2;120.69
48187;25;b;3.3;197.13
48188;22;b;3.3;199.77
48189;20;b;4.8;132.36
48190;22;b;5.1;234.6
48191;25;b;3.3;176.45
48192;27;c;4.2;120.54
48193;28;b;3.0;188.91
48194;24;b;3.0;150.95
48195;42;a;1.2;375.54
48196;32;c;5.1;136.33
48197;40;a;1.5;397.36
48198;34;c;6.6;76.66
48199;26;b;4.2;111.44
48200;30;c;5.4;152.22
48201;23;a;1.2;362.93
48202;31;c;4.8;150.35
48203;23;a;0.6;341.79
48204;30;a;1.5;230.58
48205;26;b;3.9;135.04
48206;34;b;4.2;130.42
48207;23;b;4.5;169.17
48208;41;a;0.9;313.73
48209;26;c;6.9;114.18
48210;28;c;4.2;95.44
48211;25;b;3.3;145.63
48212;34;c;6.9;107.43
48213;41;a;0.9;356.27
48214;36;c;6.9;161.67
48215;31;b;3.9;142.14
48216;26;b;4.2;186.42
48217;33;c;6.9;102.82
48218;31;c;5.1;110.06
48219;33;b;3.9;155.98
48220;33;b;3.6;166.21
48221;38;c;5.1;102.27
48222;34;b;3.0;161.84
48223;25;b;5.1;134.76
48224;29;c;4.5;111.79
48225;26;c;4.5;136.92
48226;33;b;5.1;174.76
48227;27;c;4.2;124.72
48228;29;c;6.0;105.82
48229;32;c;4.5;120.93
48230;36;c;6.6;116.49
48231;26;c;6.0;101.95
48232;33;c;5.1;141.22
48233;31;c;5.4;130.63
48234;32;c;4.8;111.19
48235;34;b;3.3;190.55
48236;34;c;4.2;110.79
48237;30;c;6.3;122.87
48238;32;c;5.7;111.72
48239;32;c;7.5;100.1
48240;24;b;5.4;200.93
48241;28;c;5.7;165.98
48242;26;b;4.2;104.78
48243;20;b;3.9;223.93
48244;26;b;4.2;125.53
48245;29;b;5.4;144.74
48246;23;a;1.8;285.0
48247;27;c;4.8;111.61
48248;36;a;1.8;315.44
48249;30;a;1.2;278.47
48250;33;b;4.2;143.71
48251;23;c;4.5;101.45
48252;27;c;5.4;117.33
48253;29;c;6.9;150.11
48254;22;c;4.5;122.62
48255;27;c;7.2;142.02
48256;27;c;6.6;108.87
48257;25;b;4.5;136.41
48258;25;b;3.6;184.26
48259;30;c;7.5;140.27
48260;26;b;4.8;150.87
48261;23;b;4.8;159.25
48262;34;b;3.0;162.14
48263;29;c;5.4;124.1
48264;29;b;5.1;145.09
48265;36;b;4.2;165.08
48266;27;c;4.8;91.73
48267;34;b;3.0;107.98
48268;29;c;5.1;122.76
48269;36;c;6.0;115.33
48270;30;c;5.4;141.62
48271;40;a;0.9;392.25
48272;32;c;7.5;103.58
48273;24;b;3.0;203.2
48274;34;c;6.3;148.21
48275;20;b;3.3;129.33
48276;33;c;7.5;95.71
48277;22;b;3.3;128.42
48278;23;a;0.3;363.27
48279;34;b;5.1;147.6
48280;38;c;7.2;124.2
48281;22;c;4.2;95.57
48282;23;a;0.9;356.54
48283;28;b;3.9;100.24
48284;38;c;6.9;79.13
48285;28;b;3.9;149.98
48286;28;b;4.2;141.63
48287;33;b;5.1;183.46
48288;28;b;3.0;185.97
48289;26;b;3.6;186.4
48290;30;b;4.2;122.34
48291;23;a;0.9;279.81
48292;27;c;5.4;100.01
48293;26;c;6.9;132.44
48294;28;c;5.1;114.41
48295;28;c;7.2;131.25
48296;26;b;5.4;144.68
48297;23;b;4.5;135.87
48298;23;b;4.8;127.44
48299;30;b;3.6;134.25
48300;32;b;3.6;126.11
48301;35;a;0.3;292.0
48302;33;b;4.8;175.82
48303;30;c;5.4;102.59
48304;20;b;3.9;130.26
48305;33;b;3.6;167.85
48306;29;c;4.2;108.55
48307;33;b;5.1;161.24
48308;32;b;4.2;180.53
48309;36;c;6.3;90.67
48310;31;c;6.0;107.12
48311;38;c;7.2;114.49
48312;28;b;4.8;174.59
48313;36;c;5.1;149.81
48314;33;b;3.6;179.29
48315;31;b;3.0;151.27
48316;24;b;3.0;164.19
48317;34;a;1.5;301.8
48318;22;c;6.6;91.92
48319;28;c;5.4;98.03
48320;34;c;6.0;146.72
48321;33;a;1.5;457.9
48322;32;b;4.2;207.52
48323;30;c;6.6;135.89
48324;30;c;6.3;106.37
48325;31;c;4.5;114.44
48326;27;b;4.8;155.82
48327;22;b;4.2;132.18
48328;26;c;6.9;111.66
48329;25;c;6.6;99.25
48330;27;b;3.6;174.94
48331;29;b;4.2;141.58
48332;39;a;0.6;321.67
48333;33;c;6.9;109.74
48334;31;c;5.1;117.0
48335;28;b;4.5;151.63
48336;25;c;6.3;138.7
48337;32;b;4.8;156.24
48338;25;b;4.8;149.19
48339;23;b;4.8;109.52
48340;33;c;4.8;131.0
48341;22;b;4.5;138.96
48342;28;c;6.9;71.62
48343;23;b;4.8;163.0
48344;29;c;4.8;119.54
48345;23;b;5.1;113.35
48346;37;a;0.9;507.64
48347;24;b;5.1;106.72
48348;27;c;5.1;108.38
48349;36;c;5.4;123.0
48350;26;b;3.0;127.31
48351;20;b;3.9;139.68
48352;32;c;6.3;116.42
48353;32;c;4.5;125.1
48354;30;c;5.7;137.37
48355;34;b;3.6;125.3
48356;36;c;5.1;108.44
48357;38;c;4.2;109.57
48358;26;c;7.5;157.73
48359;38;a;0.3;315.57
48360;30;b;5.1;174.08
48361;38;c;7.5;155.88
48362;33;c;6.3;120.48
48363;36;c;4.5;84.2
48364;31;b;4.8;168.76
48365;33;c;6.6;128.61
48366;34;c;4.8;120.16
48367;29;b;3.6;188.47
48368;26;b;4.5;163.17
48369;31;c;4.5;115.2
48370;23;a;0.9;336.2
48371;34;a;1.5;384.29
48372;36;c;4.5;100.9
48373;24;b;3.6;147.71
48374;22;c;4.8;112.76
48375;26;b;4.8;152.14
48376;31;c;7.2;99.97
48377;33;a;1.8;299.12
48378;28;b;5.4;149.76
48379;34;b;4.2;168.28
48380;27;b;4.2;154.49
48381;28;c;4.2;112.29
48382;25;b;4.8;154.33
48383;26;c;4.5;126.02
48384;20;b;4.5;141.85
48385;28;b;4.2;210.15
48386;22;b;4.8;141.62
48387;33;c;4.8;106.13
48388;27;c;5.7;85.98
48389;23;b;4.8;116.45
48390;27;b;4.5;146.72
48391;26;b;3.0;156.39
48392;38;a;0.9;289.94
48393;36;c;6.0;147.92
48394;36;c;4.8;116.18
48395;38;c;4.2;143.59
48396;38;c;6.0;139.7
48397;27;b;4.5;177.0
48398;37;a;1.5;286.29
48399;33;c;4.5;115.71
48400;25;c;7.2;150.38
48401;23;b;4.2;186.4
48402;25;b;5.4;174.61
48403;26;b;5.4;180.77
48404;29;b;4.5;164.0
48405;37;a;1.2;365.92
48406;29;a;1.2;377.29
48407;32;c;4.8;142.44
48408;34;a;0.6;340.93
48409;27;b;5.1;190.37
48410;30;c;4.8;96.61
48411;27;c;6.9;86.38
48412;34;c;6.0;98.25
48413;30;c;6.3;123.93
48414;29;c;4.8;106.83
48415;32;a;0.6;307.0
48416;24;b;5.4;157.9
48417;36;c;7.2;122.87
48418;23;b;4.5;119.36
48419;27;c;6.3;133.77
48420;34;c;7.5;123.76
48421;36;a;1.5;326.93
48422;30;b;3.3;132.8
48423;36;c;6.6;131.43
48424;28;b;5.4;235.67
48425;42;a;0.3;436.17
48426;41;a;1.5;378.31
48427;38;a;0.3;457.36
48428;29;a;1.5;424.46
48429;25;b;4.2;110.39
48430;32;b;3.3;126.45
48431;29;c;6.3;149.53
48432;32;b;3.0;175.62
48433;27;b;4.2;119.84
48434;29;c;5.4;134.4
48435;23;a;1.5;306.74
48436;32;b;4.5;177.56
48437;29;c;6.9;102.57
48438;25;c;6.3;122.89
48439;22;c;6.3;140.29
48440;33;a;1.8;304.6
48441;25;b;5.1;186.08
48442;20;b;3.6;180.18
48443;30;c;7.5;101.52
48444;31;c;6.3;115.75
48445;32;c;5.1;100.12
48446;35;a;0.6;483.55
48447;31;b;4.8;145.15
48448;29;b;4.8;152.27
48449;26;c;7.5;99.0
48450;20;b;4.8;141.84
48451;36;c;7.2;133.22
48452;31;a;0.3;338.71
48453;30;b;4.2;169.61
48454;28;c;7.5;135.6
48455;30;c;4.8;124.12
48456;31;c;5.1;85.21
48457;27;b;3.0;155.63
48458;34;b;3.6;149.8
48459;22;b;3.9;107.64
48460;29;a;0.3;349.64
48461;26;c;4.8;108.04
48462;26;c;7.5;94.77
48463;25;c;4.5;100.71
48464;20;b;5.1;111.76
48465;31;c;6.6;132.77
48466;31;c;6.6;126.71
48467;22;b;4.2;154.91
48468;20;b;3.9;154.49
48469;44;a;1.8;378.64
48470;34;c;6.3;120.68
48471;26;c;5.1;109.95
48472;32;c;6.6;128.04
48473;26;c;5.4;112.73
48474;22;b;5.4;187.08
48475;22;b;3.0;154.06
48476;30;c;4.5;141.11
48477;26;c;7.2;106.76
48478;28;b;5.4;160.06
48479;34;a;0.9;314.93
48480;28;c;4.2;98.52
48481;26;c;6.3;127.84
48482;34;a;1.2;347.88
48483;33;a;1.5;288.06
48484;27;c;4.8;126.88
48485;28;c;6.3;125.6
48486;26;c;4.5;127.05
48487;31;c;5.4;137.4
48488;28;c;7.5;132.73
48489;27;b;5.4;159.84
48490;22;b;3.3;131.66
48491;42;a;1.5;368.62
48492;30;c;5.4;121.27
48493;27;c;5.7;115.11
48494;22;b;3.9;181.95
48495;31;b;3.3;136.17
48496;32;c;4.2;100.92
48497;27;c;5.4;134.24
48498;22;b;4.5;188.37
48499;28;b;3.0;174.22
48500;20;b;3.6;187.83
48501;31;c;5.1;139.19
48502;31;c;5.1;153.41
48503;31;c;5.1;120.72
48504;22;c;6.6;96.84
48505;32;c;4.5;135.3
48506;27;b;5.4;212.0
48507;30;b;3.3;148.55
48508;38;a;1.5;386.92
48509;27;b;3.6;130.66
48510;25;b;3.9;125.48
48511;26;c;7.2;112.91
48512;27;c;4.5;101.65
48513;33;c;6.3;109.37
48514;38;c;6.6;102.57
48515;32;a;0.6;349.79
48516;25;b;4.8;138.11
48517;31;b;3.9;164.89
48518;27;b;4.5;145.44
48519;25;c;7.2;108.14
48520;26;b;5.1;160.55
48521;24;b;4.5;185.28
48522;38;c;4.8;138.62
48523;38;c;5.1;100.45
48524;30;c;4.8;112.66
48525;26;c;4.5;130.51
48526;36;c;6.0;97.97
