cliente;perfil;valor_total_ticket;idade;renda_sm;recorrencia
77650;;6391;29;5.1;40
77651;;5036;39;0.6;16
77652;;6181;20;5.1;46
77653;;7788;29;6.9;69
77654;;6311;32;3;44
77655;;6012;26;6.9;60
77656;;6762;36;7.2;52
77657;;5205;28;3.3;35
77658;;6347;25;5.1;38
77659;;7480;32;4.8;52
77660;;5644;30;4.5;49
77661;;5858;36;4.2;54
77662;;6329;23;4.2;49
77663;;5113;31;4.5;40
77664;;6652;25;4.8;40
77665;;6440;32;6;61
77666;;7601;29;5.4;58
77667;;6856;29;4.8;42
77668;;5192;38;1.8;17
77669;;7095;28;3;42
77670;;6861;33;3.6;50
77671;;6958;27;6.9;66
77672;;6868;36;5.7;56
77673;;6093;27;6;45
77674;;5055;24;3.3;30
77675;;6575;28;7.5;67
77676;;5898;30;4.8;42
77677;;5239;31;4.2;33
77678;;7938;22;6;64
77679;;5791;42;1.8;16
77680;;7705;27;7.5;69
77681;;6969;22;5.4;52
77682;;5791;32;7.5;52
77683;;5281;33;3.9;50
77684;;7433;38;7.2;61
77685;;7048;31;3.9;30
77686;;6855;22;5.4;56
77687;;5936;32;4.5;45
77688;;6929;25;5.1;50
77689;;5213;34;3;51
77690;;6307;38;4.8;48
77691;;7742;32;5.4;50
77692;;4318;23;0.9;10
77693;;5057;20;4.8;38
77694;;6374;28;4.2;36
77695;;6018;24;4.2;40
77696;;6298;33;4.5;42
77697;;5701;29;4.8;50
77698;;6950;30;6.3;57
77699;;5713;25;4.5;47
77700;;5461;22;5.4;37
77701;;6286;27;6.9;54
77702;;6082;28;6.6;53
77703;;7721;32;6.9;52
77704;;6682;27;3.6;35
77705;;6856;26;4.8;48
77706;;5790;32;4.8;41
77707;;5177;23;3;43
77708;;7028;28;3.6;45
77709;;5153;30;0.6;12
77710;;6469;38;4.2;49
77711;;7625;26;6.9;45
77712;;5263;20;4.8;41
77713;;6761;33;6.6;57
77714;;6924;32;4.2;59
77715;;7210;25;7.2;59
77716;;5755;34;1.2;15
77717;;7676;32;4.5;55
77718;;5421;20;4.8;46
77719;;5594;26;4.2;30
77720;;7638;34;4.8;45
77721;;4984;25;6.9;61
77722;;4789;34;1.2;16
77723;;4932;28;4.8;52
77724;;4464;41;0.9;17
77725;;7907;33;4.8;50
77726;;5079;32;4.2;38
77727;;5508;31;4.5;45
77728;;4937;33;4.8;49
77729;;7750;34;5.1;56
77730;;6610;27;5.1;45
77731;;6431;29;3.6;49
77732;;4631;32;0.6;11
77733;;6964;31;6;58
77734;;6456;22;4.5;40
77735;;6712;31;3;46
77736;;6826;34;7.5;55
77737;;7432;30;4.8;48
77738;;5130;32;0.9;11
77739;;6781;29;4.5;66
77740;;6456;26;3.6;38
77741;;6335;30;4.8;42
77742;;6296;28;4.8;47
77743;;6084;25;6;48
77744;;5351;23;1.5;17
77745;;6116;28;4.2;44
77746;;5515;35;0.3;15
77747;;5615;27;6.9;61
77748;;6397;38;4.8;51
77749;;7251;29;5.1;54
77750;;5174;22;5.4;30
77751;;5606;32;7.2;67
77752;;5865;25;5.1;55
77753;;6715;25;4.2;48
77754;;7309;33;4.5;57
77755;;6432;24;4.2;38
77756;;5595;30;1.2;17
77757;;7298;25;6.6;67
77758;;7228;29;4.2;48
77759;;7264;36;5.7;59
77760;;6181;34;5.7;50
77761;;7967;30;6.6;64
77762;;5078;28;5.1;35
77763;;6490;31;3;47
77764;;7092;27;4.5;37
77765;;6103;24;3.6;30
77766;;5295;20;3.6;36
77767;;6727;29;4.8;51
77768;;6445;29;7.5;51
77769;;5630;27;5.1;59
77770;;6784;27;5.4;63
77771;;7742;34;7.5;53
77772;;6670;30;5.1;41
77773;;5887;36;5.1;53
77774;;6708;28;4.5;46
77775;;5888;22;7.5;64
77776;;5201;40;0.6;12
77777;;7603;36;6.9;59
77778;;5966;28;6.3;57
77779;;6199;34;4.5;45
77780;;4482;32;0.6;10
77781;;6787;25;7.2;53
77782;;7419;25;4.2;55
77783;;5680;26;5.4;48
77784;;5099;26;3.9;41
77785;;5410;34;3.9;48
77786;;5626;33;5.1;35
77787;;6242;36;6.6;69
77788;;6199;28;6.6;69
77789;;5164;24;4.2;50
77790;;5940;29;3.6;45
77791;;5033;24;3.9;47
77792;;5692;28;4.2;36
77793;;5075;29;5.1;45
77794;;5603;23;4.8;33
77795;;6262;38;4.2;52
77796;;7643;25;5.1;53
77797;;6360;36;7.2;60
77798;;5226;22;4.5;45
77799;;5927;36;6.3;69
77800;;7611;28;6;48
77801;;5269;29;3;35
77802;;7701;27;4.5;59
77803;;6949;32;6;45
77804;;5741;23;3.3;47
77805;;7482;29;6.3;48
77806;;6837;29;5.4;56
77807;;5180;34;0.6;14
77808;;6040;28;7.5;50
77809;;6863;26;5.7;51
77810;;5830;32;5.4;38
77811;;7110;28;5.7;51
77812;;6739;22;4.5;35
77813;;6231;26;6;66
77814;;7707;32;4.8;45
77815;;5096;32;5.1;46
77816;;5628;36;6;61
77817;;4457;37;0.6;13
77818;;5968;25;6.3;54
77819;;5979;36;6.9;45
77820;;6133;32;4.2;52
77821;;5365;23;0.3;11
77822;;7271;34;4.8;55
77823;;5610;31;4.2;51
77824;;5950;34;5.1;44
77825;;5828;24;4.5;40
77826;;4341;30;0.3;19
77827;;5315;40;1.8;15
77828;;7318;33;5.4;59
77829;;7026;31;3.3;49
77830;;5274;23;5.1;36
77831;;4934;22;4.2;30
77832;;7397;26;6;49
77833;;5922;33;4.8;64
77834;;7267;38;6.9;61
77835;;7060;20;3.6;50
77836;;6904;25;7.5;52
77837;;6259;22;3.6;47
77838;;6031;27;7.2;67
77839;;6155;30;4.8;53
77840;;6470;30;6.9;50
77841;;6310;33;7.2;63
77842;;6861;38;5.7;60
77843;;6494;28;4.5;48
77844;;6303;33;3.9;42
77845;;6910;32;6.6;66
77846;;5078;28;3;50
77847;;5624;36;7.5;45
77848;;6051;27;3.9;50
77849;;6033;27;5.4;37
77850;;5404;29;3.9;39
77851;;7978;29;4.8;55
77852;;7199;30;7.5;45
77853;;7155;27;6;52
77854;;4931;36;5.4;54
77855;;6357;31;3;42
77856;;6879;31;7.5;55
77857;;6174;28;7.5;69
77858;;5680;30;7.2;67
77859;;6745;36;6.9;56
77860;;5979;23;3.3;50
77861;;5676;38;4.2;60
77862;;6812;25;7.2;60
77863;;6846;38;5.7;66
77864;;6433;26;3.6;45
77865;;5974;33;4.2;51
77866;;6780;25;7.5;48
77867;;4912;38;5.4;63
77868;;6708;26;3.6;40
77869;;6288;25;4.8;48
77870;;4850;38;1.5;14
77871;;4992;25;4.2;53
77872;;6275;27;7.5;67
77873;;6663;27;5.4;41
77874;;6007;22;4.5;49
77875;;4463;36;1.2;10
77876;;6145;23;3.3;46
77877;;6827;32;4.2;55
77878;;7459;33;6.9;60
77879;;4853;39;1.2;12
77880;;5668;29;6;56
77881;;6004;26;6;55
77882;;7171;25;6.3;59
77883;;5073;25;3;35
77884;;6590;22;4.2;51
77885;;5251;32;5.4;51
77886;;6868;20;3.6;45
77887;;6532;24;3.9;51
77888;;4341;36;1.2;14
77889;;6315;30;5.7;66
77890;;6417;38;7.2;50
77891;;7209;38;6.9;58
77892;;5477;38;1.2;10
77893;;5889;31;5.1;48
77894;;5751;30;5.4;30
77895;;7990;32;6.3;55
77896;;7369;33;5.1;59
77897;;6266;31;3.9;45
77898;;6907;25;4.2;61
77899;;5129;33;5.4;38
77900;;6928;24;3.9;44
77901;;4917;31;7.2;69
77902;;5764;34;6.3;66
77903;;6090;31;6;50
77904;;6979;27;4.8;49
77905;;5923;31;6.6;52
77906;;5637;26;5.4;53
77907;;6858;34;6.3;57
77908;;6607;25;3;38
77909;;6794;22;6.9;58
77910;;7235;22;6.9;51
77911;;7448;36;6.3;52
77912;;5995;29;4.5;55
77913;;7195;25;5.4;64
77914;;5659;29;4.2;40
77915;;7662;31;4.5;67
77916;;6563;27;7.2;67
77917;;7242;30;6.3;66
77918;;7990;30;6.6;60
77919;;6922;31;4.8;33
77920;;6832;33;7.2;49
77921;;7322;28;7.2;57
77922;;5913;25;6.3;50
77923;;7344;26;5.7;66
77924;;5752;26;4.2;45
77925;;6871;20;5.4;51
77926;;5530;23;4.8;47
77927;;6074;27;7.5;63
77928;;6698;20;3.9;40
77929;;6085;27;4.5;60
77930;;6214;22;4.2;38
77931;;7654;31;6.6;48
77932;;5788;22;7.2;53
77933;;6113;25;5.4;48
77934;;6743;31;3.3;45
77935;;7251;25;5.7;45
77936;;6566;33;5.7;54
77937;;6367;31;4.8;63
77938;;5564;39;1.2;19
77939;;4384;35;0.6;12
77940;;5904;33;7.2;49
77941;;6259;20;3.9;30
77942;;5315;44;0.9;11
77943;;7345;38;6.9;69
77944;;6322;25;7.2;51
77945;;6064;31;6.6;59
77946;;6968;22;4.8;40
77947;;7775;33;5.4;50
77948;;4978;32;0.6;13
77949;;6384;28;7.2;69
77950;;6241;22;6.9;60
77951;;4969;28;3.6;44
77952;;6315;29;4.2;39
77953;;6025;33;4.5;55
77954;;7780;29;5.4;52
77955;;4938;25;4.2;63
77956;;7734;38;4.8;64
77957;;4309;23;0.3;12
77958;;6470;26;3.3;35
77959;;5895;30;0.6;10
77960;;7054;26;3.9;42
77961;;5685;25;4.8;66
77962;;5269;24;5.4;37
77963;;6440;20;5.4;40
77964;;5919;32;4.5;51
77965;;6227;22;6.6;58
77966;;5711;31;3;35
77967;;6992;25;4.2;37
77968;;4976;33;6.9;56
77969;;7099;29;3.6;41
77970;;5861;29;7.2;52
77971;;4931;37;1.8;12
77972;;6125;20;3.3;38
77973;;5625;36;4.8;54
77974;;7304;27;7.2;64
77975;;6311;34;4.2;61
77976;;5782;31;3.3;36
77977;;7391;25;7.5;52
77978;;5467;25;4.5;48
77979;;5185;23;4.5;35
77980;;6162;38;6.9;51
77981;;5550;27;4.5;43
77982;;6791;32;7.2;57
77983;;7925;33;4.5;69
77984;;7740;38;4.5;51
77985;;6312;32;5.1;60
77986;;5647;28;6.9;64
77987;;6110;26;6.9;58
77988;;6231;26;3;37
77989;;6709;27;5.4;61
77990;;6307;22;6;58
77991;;7344;38;7.5;52
77992;;6465;34;6.9;52
77993;;6992;20;3.9;43
77994;;6875;30;4.5;42
77995;;4648;36;0.6;10
77996;;6088;30;4.5;57
77997;;5299;23;3.6;39
77998;;5961;29;4.2;63
77999;;6073;36;6.9;52
78000;;7304;27;6.9;66
78001;;4968;27;5.1;67
78002;;6325;30;4.2;41
78003;;6861;26;4.2;41
78004;;5638;28;3;44
78005;;4998;33;7.2;59
78006;;6322;27;5.1;69
78007;;5561;30;3.3;36
78008;;5099;32;3.6;43
78009;;6384;29;5.1;52
78010;;6702;33;3.3;43
78011;;5895;28;6.6;45
78012;;6253;22;3.9;38
78013;;5207;32;3.3;44
78014;;4733;23;1.8;19
78015;;5923;20;5.4;30
78016;;5826;32;5.1;50
78017;;5738;34;4.5;46
78018;;5631;31;6.9;45
78019;;6711;36;6.9;67
78020;;5993;27;5.4;47
78021;;7798;29;5.7;64
78022;;5891;25;4.8;56
78023;;5723;24;5.1;37
78024;;6191;23;4.5;49
78025;;5595;32;4.2;45
78026;;7259;22;6.3;52
78027;;7116;32;6.3;51
78028;;7615;26;6.3;50
78029;;6892;20;3.6;40
78030;;5007;40;0.6;15
78031;;6767;33;7.2;54
78032;;7098;24;3.9;37
78033;;7239;27;6.3;56
78034;;4942;39;1.2;10
78035;;6843;30;6.9;55
78036;;5450;25;3.9;48
78037;;5938;36;5.4;56
78038;;5608;22;4.5;49
78039;;4911;30;3.3;42
78040;;7711;38;5.7;58
78041;;5186;24;4.5;40
78042;;6341;31;7.2;45
78043;;6314;20;5.4;41
78044;;5662;33;6.3;52
78045;;5818;25;4.2;52
78046;;4916;32;4.5;57
78047;;7270;28;7.2;49
78048;;5699;27;5.7;56
78049;;6002;30;3.9;36
78050;;7450;36;5.1;54
78051;;5630;32;6.9;64
78052;;6199;31;4.2;33
78053;;6878;26;6.9;49
78054;;4977;30;4.2;48
78055;;7928;31;5.4;59
78056;;6866;28;4.8;43
78057;;5236;31;3.6;49
78058;;7643;29;7.5;49
78059;;5447;20;3.3;49
78060;;6605;22;4.2;30
78061;;7937;33;7.5;48
78062;;6940;25;6.9;67
78063;;6557;22;7.2;56
78064;;6185;30;6.3;66
78065;;6282;27;4.8;69
78066;;5667;22;6;49
78067;;7442;27;6.9;69
78068;;7673;29;6;49
78069;;5945;26;7.5;63
78070;;5695;26;6.3;59
78071;;5661;30;5.1;63
78072;;6272;38;4.2;45
78073;;5794;28;4.2;42
78074;;5228;27;3;36
78075;;5942;30;5.4;43
78076;;4727;34;0.3;15
78077;;5523;31;3.6;43
78078;;7256;32;7.2;56
78079;;5069;30;4.2;39
78080;;5908;33;7.2;55
78081;;7906;38;5.7;54
78082;;5614;24;4.5;50
78083;;6124;33;5.4;49
78084;;7098;29;5.4;37
78085;;6744;28;3.3;48
78086;;6921;22;4.5;57
78087;;6929;27;6;55
78088;;5240;33;4.2;49
78089;;6007;34;5.1;53
78090;;5296;22;4.2;45
78091;;5781;29;7.2;53
78092;;5210;26;4.2;47
78093;;4971;22;5.1;58
78094;;7486;29;6.3;61
78095;;5706;32;1.5;14
78096;;6634;28;5.1;35
78097;;5749;44;1.8;16
78098;;6185;38;4.2;58
78099;;5201;41;1.5;11
78100;;6026;22;7.5;66
78101;;4690;33;1.2;19
78102;;7431;34;7.2;53
78103;;5795;30;5.7;55
78104;;6006;34;6;51
78105;;6747;24;5.1;37
78106;;5360;35;1.2;14
78107;;7277;38;5.7;63
78108;;5635;30;4.8;30
78109;;5210;28;5.4;41
78110;;6875;31;5.1;41
78111;;5770;28;6;51
78112;;6599;29;4.2;69
78113;;6591;30;4.2;41
78114;;6983;38;7.5;55
78115;;6457;25;5.4;47
78116;;5193;31;3.9;41
78117;;7753;38;6.3;48
78118;;7627;38;6.6;61
78119;;7730;28;4.2;50
78120;;5394;31;1.8;17
78121;;5283;33;0.9;10
78122;;7722;33;4.8;58
78123;;7665;25;5.7;64
78124;;6394;29;5.7;53
78125;;5867;31;4.8;47
78126;;5722;36;1.2;17
78127;;5689;27;6.3;57
78128;;4972;28;4.2;39
78129;;5178;41;0.9;14
78130;;6955;25;5.7;60
78131;;5084;31;5.1;39
78132;;5889;33;4.5;51
78133;;6108;28;4.2;60
78134;;6883;25;7.5;54
78135;;6010;30;4.5;47
78136;;5666;31;3.3;33
78137;;7129;33;5.4;69
78138;;5061;23;1.8;10
78139;;5296;42;1.5;16
78140;;5923;34;6;51
78141;;5696;32;4.8;63
78142;;6746;24;5.4;45
78143;;5146;28;5.4;44
78144;;5603;38;6.9;55
78145;;6128;26;7.5;59
78146;;6350;29;7.2;58
78147;;5810;30;5.1;42
78148;;6565;27;4.8;48
78149;;5631;29;6.6;67
78150;;6436;20;3.9;46
78151;;5420;31;3.9;50
78152;;6735;30;6.3;52
78153;;7973;28;6.9;60
78154;;7651;36;5.7;64
78155;;6975;32;7.5;50
78156;;4979;29;3.3;35
78157;;4904;44;0.3;19
78158;;6522;26;3;41
78159;;5056;26;3;48
78160;;5344;31;0.3;11
78161;;7234;36;6.3;67
78162;;5295;38;0.9;13
78163;;5355;35;1.8;13
78164;;5835;31;0.9;17
78165;;6501;22;6.6;49
78166;;6419;20;4.8;30
78167;;5903;31;6.6;64
78168;;5056;41;0.3;19
78169;;5042;30;5.1;37
78170;;4819;44;0.6;10
78171;;6736;22;4.8;50
78172;;5605;29;5.1;42
78173;;4956;22;3.3;47
78174;;6587;20;5.1;36
78175;;5651;23;5.4;46
78176;;7073;33;4.8;46
78177;;6299;30;5.7;52
78178;;7036;26;4.2;49
78179;;7650;34;6.6;50
78180;;6961;36;4.8;59
78181;;6382;33;5.4;42
78182;;7753;38;6.9;59
78183;;4913;34;3;49
78184;;7399;38;4.2;56
78185;;6087;30;3;47
78186;;6463;29;6;49
78187;;7305;29;6.9;61
78188;;5020;38;1.8;12
78189;;7705;32;4.5;55
78190;;6440;28;6;54
78191;;6494;33;3.3;42
78192;;6127;25;5.4;53
78193;;7156;33;5.1;66
78194;;6464;25;6;57
78195;;6416;29;4.2;56
78196;;6116;26;6.9;52
78197;;5612;27;5.4;47
78198;;5759;27;5.7;52
78199;;6417;23;5.4;33
78200;;4969;33;7.2;61
78201;;7784;32;7.5;45
78202;;6673;20;3.9;39
78203;;4947;32;4.8;39
78204;;6089;31;3.6;50
78205;;7119;25;4.8;59
78206;;5823;26;3.6;33
78207;;6152;29;4.2;48
78208;;7935;30;6.6;49
78209;;5909;33;5.1;36
78210;;6587;23;4.2;42
78211;;7407;28;5.1;53
78212;;6591;27;5.1;49
78213;;7131;34;4.8;56
78214;;5839;24;4.5;46
78215;;5008;42;0.3;14
78216;;7785;34;6.9;61
78217;;5688;29;7.2;64
78218;;6998;20;4.2;47
78219;;6597;30;6.3;53
78220;;7340;27;4.8;50
78221;;7089;34;5.4;35
78222;;6041;29;3.6;47
78223;;5735;34;4.8;56
78224;;5976;33;3.3;41
78225;;4977;33;5.1;36
78226;;7732;36;7.2;55
78227;;7672;38;6.6;59
78228;;7272;34;7.5;57
78229;;7117;32;4.8;59
78230;;4523;29;0.6;15
78231;;6862;31;4.2;51
78232;;6076;27;5.7;48
78233;;4990;25;4.8;47
78234;;6133;32;5.7;57
78235;;5899;24;5.1;38
78236;;5961;23;4.2;37
78237;;6263;26;6;55
78238;;6033;22;5.7;63
78239;;6017;36;6.9;56
78240;;6863;22;7.2;49
78241;;6775;28;6;69
78242;;5536;30;1.8;11
78243;;5526;39;0.9;19
78244;;5229;44;0.3;19
78245;;7422;28;4.8;58
78246;;5935;28;5.4;66
78247;;5749;33;6.3;45
78248;;6566;26;3;51
78249;;7026;29;4.5;41
78250;;7726;29;4.8;64
78251;;5510;40;1.2;12
78252;;7078;34;4.8;50
78253;;6891;29;4.8;55
78254;;7379;34;4.8;69
78255;;6069;29;5.4;66
78256;;5204;27;3.3;46
78257;;6542;22;4.2;64
78258;;6444;32;6.6;50
78259;;6750;25;7.2;52
78260;;7773;26;6.6;64
78261;;6874;24;3.3;33
78262;;6321;22;3.6;43
78263;;6945;30;4.2;63
78264;;6494;26;5.4;45
78265;;4948;22;3.9;48
78266;;4999;34;5.1;66
78267;;5856;33;5.1;51
78268;;6319;34;7.5;57
78269;;7342;30;4.5;45
78270;;7679;38;6.6;51
78271;;5798;37;1.8;12
78272;;6063;34;4.5;47
78273;;5929;30;7.5;67
78274;;7769;38;4.8;50
78275;;6275;25;5.1;41
78276;;6966;30;4.5;69
78277;;6743;28;6.3;49
78278;;5093;31;5.4;36
78279;;4677;31;0.6;10
78280;;5042;36;1.8;17
78281;;5607;33;6.3;66
78282;;6179;25;3;30
78283;;5910;33;4.8;66
78284;;6180;28;5.4;48
78285;;7043;33;3.6;48
78286;;6852;33;6.3;50
78287;;7665;27;4.5;60
78288;;5771;32;6.9;59
78289;;7086;23;5.4;41
78290;;4922;25;5.1;60
78291;;5106;20;5.1;45
78292;;6511;22;5.4;35
78293;;6329;26;5.1;35
78294;;7794;22;5.4;45
78295;;5405;23;4.5;38
78296;;6564;34;5.1;39
78297;;6991;33;4.2;60
78298;;4961;38;4.5;57
78299;;5840;33;0.3;16
78300;;5488;42;1.5;10
78301;;6907;25;4.2;50
78302;;6825;23;3;45
78303;;6815;31;5.7;55
78304;;6106;22;6.3;69
78305;;6623;33;4.8;50
78306;;5996;32;3.3;40
78307;;7499;22;5.7;69
78308;;6453;38;6.3;67
78309;;5890;27;4.8;37
78310;;7699;27;7.5;67
78311;;6542;31;7.5;60
78312;;4921;26;3.9;38
78313;;6505;34;5.4;50
78314;;7194;38;6.6;64
78315;;6512;30;5.1;58
78316;;5117;32;4.5;46
78317;;5129;30;0.6;13
78318;;7393;36;7.2;55
78319;;6736;34;5.4;58
78320;;6509;27;3;46
78321;;5626;34;6.6;50
78322;;6472;22;3;44
78323;;4934;31;4.5;58
78324;;7325;22;6;53
78325;;5122;26;4.2;39
78326;;5968;33;6;57
78327;;6071;32;3.6;47
78328;;5009;30;5.1;51
78329;;7685;36;6;59
78330;;5924;28;6.6;64
78331;;6494;27;3.9;50
78332;;5916;31;4.2;51
78333;;7316;31;6.9;57
78334;;6043;29;6.9;66
78335;;6328;22;7.2;69
78336;;6356;30;5.1;58
78337;;7082;29;3.3;38
78338;;6475;28;4.5;36
78339;;5754;38;5.4;66
78340;;7794;27;4.8;51
78341;;5451;22;3.3;37
78342;;4925;25;6;66
78343;;6334;27;4.8;52
78344;;7493;25;4.8;48
78345;;5177;31;5.4;38
78346;;6435;34;5.4;52
78347;;6229;27;4.5;41
78348;;5405;41;0.9;12
78349;;7311;26;7.2;67
78350;;6088;26;4.2;46
78351;;6842;38;6;52
78352;;5664;33;3.3;41
78353;;7940;36;6.3;57
78354;;6441;22;7.2;54
78355;;5002;31;5.1;30
78356;;6380;25;4.2;60
78357;;6508;22;5.1;39
78358;;5676;32;5.1;43
78359;;6568;24;4.2;38
78360;;7199;30;7.2;54
78361;;6198;29;5.4;69
78362;;6980;36;6.6;64
78363;;6328;22;5.7;66
78364;;6596;38;6.3;64
78365;;5279;20;5.4;36
78366;;7106;29;6;52
78367;;5821;26;4.8;38
78368;;5943;38;7.2;55
78369;;5448;29;4.2;38
78370;;6568;23;4.8;38
78371;;6453;32;5.4;30
78372;;5123;26;3;48
78373;;5004;33;4.2;46
78374;;6529;26;3.3;43
78375;;6461;33;4.5;44
78376;;5424;30;5.4;30
78377;;7118;25;4.5;66
78378;;4984;32;1.5;11
78379;;6375;27;6;69
78380;;5494;28;4.2;43
78381;;7790;38;5.7;51
78382;;5646;38;6;58
78383;;6209;33;3;46
78384;;7765;25;5.1;50
78385;;5932;22;3.3;44
78386;;6889;38;6.9;57
78387;;6966;36;4.2;56
78388;;6062;27;5.4;49
78389;;7098;28;3;50
78390;;6490;32;5.1;50
78391;;4480;39;0.3;14
78392;;6553;28;6.9;56
78393;;6763;30;7.2;52
78394;;6856;38;6;63
78395;;5478;39;1.5;10
78396;;6537;20;3;39
78397;;5995;24;5.1;43
78398;;5238;27;5.4;40
78399;;4729;32;0.9;13
78400;;5942;28;4.2;61
78401;;7754;27;4.2;50
78402;;5634;38;5.7;48
78403;;4972;38;5.1;55
78404;;5648;31;4.8;60
78405;;7919;26;6.9;67
78406;;4890;40;0.6;17
78407;;6652;34;4.2;51
78408;;5780;23;3.9;44
78409;;7396;28;4.8;59
78410;;5840;25;5.7;69
78411;;6399;33;4.8;51
78412;;6552;36;5.7;60
78413;;4998;20;3.6;49
78414;;6341;26;7.5;51
78415;;6093;29;3.3;44
78416;;6535;27;3.6;36
78417;;5811;24;3;46
78418;;6453;32;6.6;52
78419;;6216;33;3;30
78420;;4508;23;0.3;12
78421;;6393;33;6.3;60
78422;;4627;41;0.3;12
78423;;5577;26;3.9;39
78424;;6483;33;6.9;50
78425;;5829;39;0.6;19
78426;;7618;28;7.2;58
78427;;7235;26;5.7;45
78428;;4383;36;1.5;10
78429;;6778;26;5.4;69
78430;;5498;27;4.5;42
78431;;4781;35;1.8;13
78432;;5733;31;4.5;48
78433;;7713;27;6.9;67
78434;;6246;30;5.1;46
78435;;6759;22;3.3;36
78436;;5495;23;3.3;44
78437;;6095;34;3.3;42
78438;;5560;34;1.5;13
78439;;6712;27;5.7;52
78440;;6980;27;7.2;55
78441;;6172;25;3;51
78442;;4991;34;4.5;35
78443;;6874;30;5.7;58
78444;;5447;30;3;41
78445;;6419;23;3.6;37
78446;;5650;23;3.3;49
78447;;6447;36;6.3;49
78448;;7425;29;7.5;53
78449;;6003;34;4.8;60
78450;;6688;24;3.9;47
78451;;6704;25;7.5;59
78452;;6163;22;4.8;51
78453;;5940;27;4.5;56
78454;;6649;32;5.4;47
78455;;6933;36;7.2;59
78456;;5457;37;0.3;14
78457;;6143;29;6.3;52
78458;;6678;30;5.4;50
78459;;6586;29;5.1;47
78460;;6940;29;3.6;30
78461;;7314;28;7.5;60
78462;;6028;28;3;36
78463;;5290;30;3.6;51
78464;;6119;36;6;50
78465;;4928;25;5.1;45
78466;;5193;24;5.4;35
78467;;5925;36;4.2;58
78468;;5591;20;4.2;51
78469;;4940;23;0.9;14
78470;;6664;20;5.4;50
78471;;7353;31;7.2;51
78472;;5897;32;0.3;14
78473;;5188;42;1.5;12
78474;;5848;31;0.9;10
78475;;5122;22;4.2;43
78476;;6797;36;4.5;67
78477;;5584;36;0.6;15
78478;;4941;27;4.2;60
78479;;6977;24;3;42
78480;;7099;33;3;47
78481;;5208;26;5.1;46
78482;;5808;28;4.5;54
78483;;6019;36;5.4;63
78484;;6230;29;5.1;50
78485;;5698;20;3.3;40
78486;;7048;23;3.6;45
78487;;7173;30;5.1;48
78488;;4618;29;0.6;17
78489;;6708;33;5.4;54
78490;;6162;32;7.2;55
78491;;6714;22;3.6;44
78492;;5739;36;1.2;19
78493;;5401;23;4.8;49
78494;;4960;30;3.9;35
78495;;6389;29;3.9;45
78496;;6999;25;5.1;47
78497;;5872;32;5.4;50
78498;;5562;23;5.4;45
78499;;6865;20;3.9;49
78500;;4930;22;3.3;46
78501;;5964;25;4.2;51
78502;;6559;25;4.8;40
78503;;5715;25;4.8;42
78504;;5077;31;3.6;38
78505;;7349;31;6.3;49
78506;;5609;22;3.6;33
78507;;6093;20;3.9;49
78508;;4940;24;3.9;42
78509;;6651;26;4.2;46
78510;;5937;31;3;51
78511;;6110;33;4.8;38
78512;;6106;23;3.3;33
78513;;5874;33;4.5;36
78514;;5883;28;3.9;33
78515;;6376;25;3.3;45
78516;;6681;30;3;42
78517;;7964;38;6.3;60
78518;;5525;23;0.6;10
78519;;5539;22;3.6;40
78520;;6874;26;5.7;58
78521;;5648;27;4.2;37
78522;;6398;34;6.6;51
78523;;4941;30;3.9;39
78524;;7977;28;6;58
78525;;5759;34;3.9;51
78526;;5223;30;3.9;35
78527;;6558;29;5.4;48
78528;;6009;32;5.1;42
78529;;5438;31;5.4;43
78530;;6510;22;4.5;48
78531;;6562;36;4.2;57
78532;;6780;27;4.2;67
78533;;5935;27;4.8;45
78534;;7964;29;7.2;63
78535;;6586;26;3.3;41
78536;;4399;44;0.9;13
78537;;6739;28;5.4;55
78538;;6845;31;4.8;54
78539;;4313;30;0.9;15
78540;;4921;27;7.2;54
78541;;6799;27;4.8;64
78542;;6716;36;4.8;55
78543;;7920;28;5.4;52
78544;;5738;25;5.1;58
78545;;6084;30;5.1;60
78546;;6328;27;3.3;39
78547;;6088;30;5.4;40
78548;;5416;31;3.3;36
78549;;6842;28;3.3;40
78550;;5657;32;3.9;42
78551;;6267;25;6;69
78552;;7440;33;6.6;69
78553;;7295;31;7.2;58
78554;;4732;36;0.6;13
78555;;5148;34;0.3;10
78556;;5594;23;4.5;36
78557;;7321;38;7.2;66
78558;;5777;29;5.1;45
78559;;6758;28;3.3;38
78560;;5792;25;4.5;49
78561;;4906;23;4.5;35
78562;;5695;31;4.5;47
78563;;7424;29;5.7;51
78564;;4911;29;5.1;36
78565;;6730;33;4.8;42
78566;;4735;36;1.5;16
78567;;6277;28;3.9;36
78568;;5889;24;3.3;50
78569;;5234;33;3.9;35
78570;;4958;31;6.6;51
78571;;5941;28;4.2;39
78572;;6295;31;4.2;60
78573;;7213;26;6.9;52
78574;;6885;24;4.5;47
78575;;6370;34;6.3;52
78576;;6383;38;5.1;64
78577;;7678;26;7.5;48
78578;;7987;30;6.6;66
78579;;6225;22;6.9;51
78580;;5801;30;3.9;51
78581;;4966;34;4.2;35
78582;;7225;29;6.3;50
78583;;6488;26;4.5;56
78584;;5257;36;1.8;13
78585;;7642;25;6.6;59
78586;;5265;25;5.1;50
78587;;7199;32;7.5;48
78588;;5583;32;3.9;36
78589;;6944;20;5.4;42
78590;;5763;29;1.8;11
